استقررت لك~86#3072#41#218
اعتقها من~82#2585#227#220
اعتقهم من~82#2540#213#175
اعتكاف على~90#4306#110#312
اعتل ابن~90#4378#8#393
اعتل بن~74#1851#71#66
اعتل قال~87#3831#195#318
اعتل وما~61#1699#141#180
اعتلوا بما~70#1817#67#64
اعتلوا به~70#1813#153#60
اعتماد القلب~41#1102#37#191,82#2448#73#83
اعتماد عليه~41#1223#136#312
اعتمادا على~46#1498#70#70,82#2037#12#124
اعتماده على~41#1117#39#206
اعتمادهم على~43#1365#1#37
اعتمادي على~41#1066#15#155
اعتمد على~41#1179#137#268,41#1180#4#269,82#2038#46#125,82#2107#183#194,82#2384#120#19,82#2384#124#19,82#2425#71#60,82#2499#239#134,28#337#20#34
اعتمد عليه~82#2304#7#391
اعتمد غير~82#2399#257#34
اعتمد نفسه~82#2606#90#241
اعتمد ومن~82#2481#229#116
اعتمدت على~82#2231#66#318,82#2360#219#447
اعتمدت ومن~80#1890#268#15
اعتمدوا على~82#2196#125#283,82#2196#132#283
اعتمدوهاوقيل هو~82#2180#236#267
اعتناقا وقال~87#3713#154#200
اعتياد النفس~87#3540#76#27
اعتياد ولم~87#3460#159#394
اعجب إلى~37#443#66#51
اعجب من~56#1582#52#85
اعجبه من~37#488#44#97
اعجبوا إلى~87#3232#282#166
اعد الله~60#1665#30#463,2#71#29#69
اعد من~37#550#67#159,2#66#44#64
اعداء الله~58#1615#202#16
اعدلوا هو~30#367#109#27
اعدوين في~87#3397#667#331
اعذرني فإن~90#4479#19#494
اعذرهم في~82#2601#282#236
اعراض الدنيا~60#1680#179#478
اعراضه عنه~37#460#111#68
اعرض عن~60#1670#59#468,82#2489#249#124,82#2489#253#124,82#2580#234#215,82#2585#273#220,82#2586#41#221,82#2732#131#367,89#4004#15#41
اعرض عنه~82#2580#107#215,82#2586#13#221
اعرضنا عنه~82#2514#207#149
اعرضها علي~82#2452#239#87
اعرف في~61#1706#166#193
اعرف من~85#2915#46#61,86#3000#2#146
اعرفه من~82#2468#193#103
اعرفوني قال~87#3365#216#299
اعز الناس~60#1687#64#485
اعز من~28#339#4#36,39#746#121#65
اعزل من~37#510#74#119
اعزهاقوله عز~82#2568#46#203
اعشار العلم~37#580#29#189
اعصمني حتى~87#3434#107#368,87#3615#248#102
اعصمني من~87#3197#17#131
اعضاؤك التي~82#2719#46#354
اعطاك الله~60#1672#127#470
اعطاك لم~37#588#37#197
اعطاه الله~60#1669#14#467,60#1671#215#469
اعطاه من~60#1669#36#467,60#1671#23#469
اعطاهم من~18#176#152#29
اعطنى هذا~2#50#145#48
اعطوا حتى~90#4427#24#442
اعطوا من~56#1579#24#82
اعطى من~60#1666#181#464,60#1669#173#467,60#1669#242#467,60#1670#219#468
اعطي كل~56#1577#28#80
اعطيت كل~2#33#16#31
اعطيك قال~77#1867#180#58
اعطيه من~37#545#70#154
اعظم من~50#1526#69#107,56#1583#46#86,56#1594#164#97,2#37#28#35,37#465#77#73
اعظم وفي~61#1706#119#193
اعفاء وإن~71#1824#106#133
اعقل ما~3#83#79#208
اعلاء لك~6#116#56#3
اعلاه فلا~37#459#54#67
اعلم أن~41#1074#147#163,41#1075#177#164,41#1076#3#165,41#1076#35#165,41#1076#75#165,41#1267#94#356,41#1268#5#357,41#1268#86#357,41#1268#152#357,7#128#195#17,13#153#177#59,13#155#2#61,13#155#77#61,19#181#28#146,19#181#241#146,21#193#14#161,25#249#110#24,25#320#123#95,90#4144#12#150,90#4277#90#283,39#767#77#86,41#950#150#39
اعلم أنا~90#4300#105#306,90#4530#239#545
اعلم أنه~25#231#0#6
اعلم في~37#549#26#158
اعلم قال~46#1497#43#69
اعلم من~37#509#146#118
اعلم وفي~61#1706#122#193
اعلم وهو~2#50#154#48
اعلم يا~87#3781#134#268,37#430#1#38
اعلمكم الله~60#1653#161#451
اعلموا أن~41#1080#56#169
اعلموا أنه~90#4521#200#536
اعلموا ما~87#3296#322#230
اعلمي أن~41#1315#120#405
اعلن لهم~76#1862#3#226
اعلنتم في~82#2688#90#323
اعلى من~60#1661#39#459
اعمار الناس~56#1588#60#91
اعمال الدنيا~37#472#47#80
اعمالا من~37#512#82#121
اعمالنا إلى~37#550#112#159
اعمالها ولا~2#30#52#28
اعمالهم إلا~37#467#94#75
اعمالهم على~37#580#43#189
اعمالهم كان~37#491#87#100
اعمالهم من~37#467#80#75
اعمل على~41#1031#13#120
اعمل في~82#2430#10#65,41#958#5#47
اعمل لله~87#3503#282#437,87#3503#391#437
اعمل ما~25#240#82#15,41#944#88#33
اعمل ولم~37#510#61#119
اعملوا على~32#389#230#125
اعملوا ما~82#2496#119#131,39#758#53#77
اعملوا من~82#2520#46#155
اعن على~59#1627#12#25
اعناقهم حتى~54#1549#213#55
اعناقهما ما~37#523#41#132
اعني العلم~34#414#183#108
اعني في~51#1531#91#152,71#1835#179#144
اعني من~57#1604#161#175
اعوانه له~37#496#160#105
اعوانهيدلك على~37#497#121#106
اعوج لا~41#1252#181#341
اعوجاجه قال~82#2492#39#127
اعياء ولا~64#1730#27#185
اعياه ذلك~60#1685#73#483
اعين الناس~37#465#13#73,37#486#13#95
اغتاب أو~87#3701#430#188
اغتابه ثم~87#3766#381#253
اغتباطه به~87#3426#311#360
اغتبتها وفي~87#3242#106#176
اغتر به~87#3687#397#174
اغترار بما~87#3261#283#195,87#3261#444#195
اغتروسئل بعضهم~82#2137#106#224
اغتسل بعد~87#3185#131#119
اغتسل من~87#3185#56#119
اغتسل ومن~87#3185#21#119
اغتسلن له~87#3185#53#119
اغتم لك~46#1505#145#77
اغتمام القلب~82#2145#45#232
اغتممت لما~41#967#100#56
اغرق في~61#1705#185#192
اغسلوا النبي~39#830#108#151
اغصانا إلى~82#2721#27#356
اغصانه على~56#1581#148#84
اغضايه على~45#1476#85#350
اغفر لي~87#3145#377#79,87#3145#499#79,87#3188#32#122,87#3669#46#156,87#3669#76#156,90#4251#188#257,90#4411#111#426,39#829#173#150
اغفل الناس~37#496#140#105
اغفل ومن~82#2488#109#123
اغفلت عن~2#30#39#28
اغلب عليهم~37#507#44#116
اغناك عنه~37#572#76#181
اغنياء لما~56#1586#180#89
اغوى لك~2#29#40#27
اـناء الدنيا~49#1515#66#375
افادك الله~60#1672#150#470
افاده الله~46#1484#127#56
افارقك حتى~76#1862#29#226
افاض الناس~58#1612#160#13
افاضل الخلق~37#478#152#86
افاق من~82#2470#108#105
افة من~2#62#68#60
افتتح به~82#2454#123#89,87#3409#372#343
افتتحت قال~87#3969#345#456
افتتحوا هذا~87#3340#41#274
افتح عليهم~82#2253#181#340
افتخارا به~82#2317#153#404
افتخارا وفي~87#3342#168#276
افتخارك لم~82#2628#268#263
افتدت به~87#3932#275#419
افتراق لا~39#715#16#34
افتراق منه~50#1529#42#110
افتراق ولا~50#1529#82#110,50#1529#133#110
افترش الناس~87#3791#318#278
افترض الله~83#2827#218#56,87#3293#73#227,87#3293#228#227,30#351#199#11,87#3678#267#165,87#3780#86#267,38#603#49#53,38#665#3#135
افترض ذلك~87#3748#247#235
افترض رسول~87#3293#241#227
افترض على~87#3684#124#171
افترض عليه~53#1546#78#402,87#3229#88#163,87#3291#234#225,87#3332#329#266,87#3788#371#275,87#3983#141#470
افترض من~31#375#273#35
افترضت عليه~53#1546#61#402,82#2433#45#68,25#284#63#59,90#4401#85#416
افترضت عليهم~90#4186#56#192
افترضته عليه~25#237#93#12,87#3683#315#170
افترضه الله~81#1920#12#22,82#2643#125#278,82#2758#34#393,90#4014#165#20
افترضه على~87#3651#111#138,87#3690#26#177
افترضها الله~41#1251#62#340,90#4132#66#138
افترقا في~41#1154#167#243,87#3393#287#327
افترقت به~86#3050#52#196
افترقت كل~87#3727#119#214
افترقوا في~87#3801#171#288
افترى على~82#2122#54#209,82#2122#106#209,82#2229#125#316,82#2317#231#404,87#3361#433#295,87#3362#32#296,87#3588#47#75,87#3588#400#75,87#3733#311#220,87#3733#324#220
افترى قال~82#2122#98#209
افتضاحه في~82#2438#148#73
افتضح فيها~41#1291#150#380
افتقار العبد~82#2468#109#103,82#2524#44#159
افتقار القلب~37#546#19#155
افتقار ولا~37#565#60#174
افتقارا إلى~82#1995#162#82,82#2376#132#11,37#573#120#182
افتقارا إليه~82#2703#27#338
افتقاره إلى~82#2409#165#44,87#3560#60#47
افتقاره إليه~41#1028#59#117
افتقدتك حتى~87#3525#214#12
افتقر إلى~41#1202#6#291,82#2027#4#114,82#2527#42#162,82#2635#35#270
افتقر بما~86#3049#168#195
افتقر كان~82#2508#78#143
افتقر من~41#1157#76#246
افتقر ومن~82#2605#87#240
افرب الخلق~49#1521#102#381
افرد يا~61#1690#122#162
افردهم الله~46#1489#43#61
افرق من~45#1476#167#350
افساد ما~71#1827#173#136
افضتم من~58#1612#139#13
افضل الناس~37#580#8#189
افضل قال~58#1606#114#7,58#1606#120#7,58#1606#132#7,58#1606#143#7,58#1606#152#7,60#1648#69#446
افضل من~46#1491#135#65,60#1676#88#474,64#1741#137#196,64#1742#56#197,87#3308#109#242,37#452#114#60,2#72#29#70,2#72#38#70
افضل منه~2#54#54#52
افعال العبد~60#1648#220#446
افعالا ما~71#1825#40#134
افعاله التي~67#1773#28#39
افعاله لا~71#1838#102#147
افعالي وكان~64#1745#38#200
افعل فقال~87#3924#107#411
افعل ما~82#2544#12#179,82#2544#30#179,82#2544#89#179,82#2544#198#179,90#4408#258#423
افقر إن~37#455#65#63
افلاطون في~62#1722#98#74
افلاطون وما~34#413#145#107
افهامهم حتى~18#176#52#29
افهم لما~9#141#175#35
افي الذين~37#528#5#137
افيضوا من~58#1612#157#13
اقاتل الناس~58#1614#32#15,60#1647#154#445
اقاويلهم على~66#1750#103#176
اقاويلهم لم~67#1779#4#45
اقبال الدنيا~46#1490#33#62
اقبالها من~37#500#125#109
اقبح ما~37#486#141#95
اقبل الله~82#2697#199#332
اقبل على~82#2445#170#80,82#2467#129#102,82#2737#23#372,37#498#25#107
اقبل عليهم~82#2680#253#315
اقبل وهو~46#1506#212#78
اقبلت الدنيا~52#1539#46#53
اقبلت لا~46#1490#69#62
اقبلمعاذير من~40#905#9#101
اقبلها فإن~82#2518#43#153
اقبلوا إليه~87#3255#107#189
اقبلوا على~82#2435#11#70
اقتبس من~7#132#37#21
اقتحام في~91#4633#33#65
اقتداؤه في~82#2009#104#96
اقتدار الله~82#2575#148#210
اقتدارا ثم~87#3248#73#182
اقتدارا من~9#141#90#35
اقتدارا ولا~41#1270#122#359
اقتدوا به~82#2678#221#313
اقتدى به~87#3807#136#294
اقتدى في~70#1817#168#64,70#1817#179#64
اقتديت في~17#172#168#192
اقتدينا في~72#1842#13#160
اقترابه مع~82#2251#219#338
اقتراحه عليه~87#3818#42#305
اقترب إلى~82#2773#4#408
اقتربت إليه~90#4256#241#262,90#4256#248#262
اقتربت من~87#3678#215#165
اقترح علي~90#4440#72#455
اقترف من~87#3271#266#205
اقترن إلى~87#3900#375#387
اقتسم أهل~87#3247#461#181
اقتصارا على~90#4054#100#60
اقتصر على~82#2555#68#190,87#3105#356#39,87#3105#466#39,87#3708#394#195,87#3761#49#248
اقتصر من~67#1757#161#23
اقتصر منه~64#1739#175#194
اقتصرت في~67#1778#63#44
اقتصرتم على~67#1762#75#28
اقتصرنا على~90#4025#24#31
اقتصصت ما~67#1783#95#49
اقتضاء لأن~87#3558#112#45
اقتضت النفس~87#3232#98#166
اقتضى من~87#3878#294#365
اقتطاع بما~87#3687#241#174
اقتطع به~87#3691#323#178
اقتلوا هذا~87#3490#177#424
اقتلوه ثم~54#1552#273#58
اقتناء العلم~34#408#178#101
اقتناء ما~67#1757#32#23
اقتناؤه النفس~87#3478#328#412
اقتناؤه قال~87#3471#180#405
اقتهاراوسمعت أبا~41#1270#126#359
اقداره لأن~82#2589#82#224
اقداره وكان~82#2648#205#283
اقدارهم وهو~82#2659#198#294
اقدامهم فقال~60#1675#227#473
اقدر على~60#1685#37#483,62#1718#3#70,62#1719#168#71
اقدم في~67#1757#2#23
اقدم من~67#1773#123#39,67#1773#147#39
اقذفيه في~20#189#143#154
اقر له~37#427#38#35
اقرأ إذا~87#3152#18#86
اقرأ عليه~87#3356#380#290
اقرأ فقال~87#3178#49#112
اقرأ في~90#4134#87#140
اقرأ قوله~41#1294#16#383
اقرأ من~87#3762#234#249
اقرب إلى~2#48#19#46,37#555#104#164
اقرب من~59#1643#100#41
اقرب ولا~37#516#110#125
اقربه من~37#484#66#93
اقربها إلى~37#549#82#158
اقربهم من~37#580#10#189
اقرهم على~67#1759#186#25
اقروا عليهم~45#1473#2#347
اقسام الدنيا~2#70#32#68
اقسم الله~82#2760#39#395
اقشعرت من~80#1891#201#16
اقصد إلى~58#1613#179#14
اقصى ما~67#1758#48#24,67#1761#130#27
اقطع كل~87#3602#77#89,87#3602#83#89,87#3602#428#89
اقع في~46#1507#183#79
اقعد ثم~90#4371#222#386
اقعد حتى~87#3626#253#113
اقعد على~82#2605#145#240
اقعد في~85#2929#101#75
اقعدتك عن~82#2634#116#269
اقعدهم على~82#2730#206#365
اقفلت عن~82#2616#237#251
اقل من~56#1592#156#95,60#1683#118#481,67#1774#65#40,67#1784#69#50,35#420#45#215,37#525#11#134,37#525#66#134,37#525#94#134,37#549#30#158
اقل ولا~69#1796#139#11
اقليمس إلى~80#1895#211#20
اقليمس إن~80#1892#42#17
اقليمس وهو~80#1901#174#26
اقمت في~54#1553#122#59
اقنعني ولا~80#1900#158#25
اقنوم من~50#1527#50#108
اقنوما كان~50#1525#167#106
اقول الله~61#1714#99#208
اقول كل~67#1771#68#37
اقول لك~76#1856#194#220,76#1862#247#226,77#1867#146#58,37#475#84#83,37#524#17#133
اقول هو~61#1714#1#208
اقول يكون~61#1714#73#208
اقوله فيه~67#1778#96#44
اقوى من~35#420#36#215
اقوي من~56#1583#180#86
اكبر من~37#584#84#193
اكبرثم إذا~37#451#128#59
اكتب إلى~40#867#63#63
اكتب العلم~86#3054#214#200
اكتب على~85#2991#25#137
اكتب عليه~90#4547#263#562
اكتب قال~82#2454#93#89,82#2454#96#89
اكتب ما~82#2454#98#89
اكتبها قال~87#3088#227#22
اكتبوا له~87#3783#71#270
اكتبوا ما~41#1095#189#184
اكترى ولا~46#1503#52#75
اكتساب إلا~82#2342#74#429
اكتساب القلب~37#503#29#112
اكتساب فإذا~82#2179#92#266
اكتساب كما~87#3982#58#469
اكتساب لهم~90#4148#17#154
اكتسابا من~39#808#60#129
اكتسابا ولا~39#808#6#129
اكتسب بها~87#3788#152#275
اكتسب لم~87#3992#165#479
اكتسب من~82#2743#32#378,87#3643#308#130,87#3984#49#471
اكتسب ولا~87#3993#121#480
اكتسبت وفي~84#2848#342#1
اكتسبه العبد~39#807#139#128
اكتسبه من~87#3205#334#139,87#3341#340#275,87#3693#84#180
اكتسى ولا~87#3933#247#420
اكتفت من~87#3407#45#341
اكتفى به~41#1085#48#174
اكتفى عن~87#3338#133#272
اكتفى وقال~87#3362#373#296
اكتم ذلك~46#1506#249#78
اكتمل بها~82#2759#49#394
اكثر الناس~37#468#14#76,37#505#9#114
اكثر شيء~37#531#20#140
اكثر عند~37#498#56#107
اكثر فقد~56#1592#132#95,56#1592#212#95,67#1772#38#38
اكثر في~37#507#40#116
اكثر لا~56#1592#178#95
اكثر له~37#492#134#101
اكثر لهم~37#507#11#116
اكثر ما~37#463#60#71
اكثر من~55#1570#67#148,56#1592#29#95,56#1592#44#95,56#1592#64#95,56#1592#80#95,56#1592#121#95,56#1592#225#95,56#1595#129#98,56#1596#5#99,56#1596#14#99,56#1596#26#99,56#1596#149#99,56#1596#161#99,62#1722#45#74,67#1759#139#25,67#1763#177#29,67#1771#108#37,67#1772#46#38,67#1772#128#38,67#1774#58#40,67#1775#115#41,68#1789#75#150,68#1790#11#151,71#1832#153#141,37#460#133#68,37#468#91#76,37#474#146#82,37#486#105#95,37#491#46#100,37#505#0#114,37#505#5#114,37#505#22#114,37#505#34#114,37#508#94#117,37#514#30#123,37#523#186#132,37#527#90#136,37#540#1#149,37#547#112#156,37#585#160#194
اكثر منه~64#1742#134#197,37#478#83#86,37#541#32#150
اكثر منها~2#38#25#36
اكثر ولم~56#1592#152#95
اكرمتكمقال بعضهم~82#2612#12#247
اكرمكم الله~45#1470#10#344
اكرمه الله~81#1903#45#5
اكس هذا~90#4039#66#45
اكشف لي~82#2354#69#441,82#2354#139#441
اكفلوا من~87#3107#93#41
اكل ولا~46#1502#113#74
اكلك عن~60#1660#58#458
اكله ولا~28#341#129#38
اكمل في~67#1760#86#26
اكمل منها~67#1759#196#25
اكملهاقوله تعالى~82#2464#143#99
اكون قد~69#1804#52#19
اكياسا لا~82#2676#157#311
الآء الله~82#2679#178#314
الآب الذي~69#1794#140#9
الآب له~70#1818#71#65
الآب هو~70#1818#159#65
الآب وإن~66#1751#80#177,66#1751#159#177
الآب وهو~57#1604#58#175,62#1719#15#71,62#1719#28#71
الآباء من~71#1830#75#139
الآباد وإن~82#2588#117#223
الآبد ثم~82#2365#127#452
الآبق من~87#3928#320#415,87#3928#324#415
الآتي لهم~72#1847#130#165
الآثار أن~87#3440#122#374
الآثار إذا~87#3173#93#107
الآثار إن~87#3406#47#340,90#4283#2#289
الآثار بعد~85#2988#135#134
الآثار بها~16#169#208#108
الآثار حتى~9#141#108#35
الآثار عن~87#3145#395#79,87#3145#517#79,87#3840#216#327
الآثار في~87#3770#158#257,87#3778#91#265,87#3962#113#449,87#3981#256#468,90#4490#58#505
الآثار لا~90#4192#181#198
الآثار من~72#1847#51#165,87#3736#326#223,90#4165#18#171
الآثار وفي~87#3327#208#261
الآثار ولم~9#138#205#32
الآثارقوله تعالى~82#2718#162#353
الآثام إلا~37#468#42#76
الآثام إلى~37#443#58#51
الآثام في~87#3834#50#321,41#968#41#57
الآثام قد~87#3994#243#481
الآثام كان~87#3202#83#136
الآثام لا~87#3702#190#189
الآثام من~82#2699#73#334,37#442#26#50
الآثام ولا~87#3928#165#415
الآثام ومن~87#3614#222#101,87#3676#25#163
الآجر فقال~90#4524#129#539
الآجري الحق~90#4547#161#562
الآجري قال~82#2627#68#262
الآحادوبه قال~41#1149#194#238
الآخذ إذا~87#3842#208#329,87#3846#28#333
