فتسامع بها~87#3682#280#169
فداؤك ما~87#3583#389#70
فداؤك من~87#3422#379#356
فدائي من~87#3422#399#356
فداخلني من~90#4487#1#502
فداك أبي~87#3178#136#112
فداك ما~70#1820#161#67
فدان له~82#2634#285#269
فداواها حتى~83#2821#27#50
فدب على~90#4321#127#327
فدبت في~83#2804#46#33
فدخل أبو~41#1326#40#416
فدخل إليه~90#4392#95#407
فدخل الناس~87#3233#25#167,87#3234#163#168,87#3419#181#353
فدخل النبي~42#1347#93#12,43#1393#66#80,87#3907#508#394
فدخل ذلك~87#3239#373#173,87#3240#175#174
فدخل رسول~41#1026#234#115,45#1475#279#349
فدخل على~87#3496#122#430,87#3811#228#298
فدخل عليه~41#1077#9#166,46#1505#113#77,82#1943#42#30,87#3544#43#31,87#3547#340#34,87#3583#229#70,87#3626#239#113,87#3626#257#113,87#3823#40#310,87#3888#345#375,87#3964#25#451,90#4167#190#173,90#4168#277#174,90#4320#47#326,90#4476#76#491,40#895#124#91
فدخل في~60#1648#32#446,60#1664#50#462,82#2055#87#142,87#3830#163#317,87#3863#214#350
فدخل من~87#3574#128#61
فدخلت إليه~46#1506#109#78
فدخلت على~77#1869#134#60,90#4534#194#549
فدخلت عليه~90#4376#78#391,90#4379#274#394
فدخلت في~87#3357#45#291
فدخلنا بعض~90#4439#98#454
فدخلوا إلى~80#1898#141#23
فدخلوا عليه~90#4454#137#469
فدع ما~41#1237#10#326
فدعا إلى~87#3659#584#146,87#3886#268#373
فدعا إليه~87#3811#195#298
فدعا الله~90#4251#183#257,90#4514#97#529
فدعا به~90#4029#107#35,90#4516#15#531
فدعا ثم~90#4258#76#264
فدعا ذلك~90#4309#73#315
فدعا على~82#2340#241#427
فدعا عليه~90#4488#133#503
فدعا قال~90#4258#87#264
فدعا له~83#2830#239#59,87#3499#365#433,87#3550#105#37
فدعا لي~46#1506#251#78,90#4258#63#264,90#4527#177#542,90#4530#181#545
فدعاه رسول~87#3229#169#163,87#3788#249#275
فدعاهم إلى~82#2562#137#197,31#375#79#35
فدعت الله~87#3965#361#452
فدعه فإن~87#3206#67#140
فدعه وإن~87#3340#354#274
فدعهوحكى عن~90#4555#27#570
فدعوت الله~87#3195#156#129
فدفع إلى~90#4304#80#310,90#4324#311#330
فدفع إليه~87#3952#76#439,87#3952#172#439,90#4386#260#401
فدفع له~90#4258#44#264
فدفعته إليه~87#3979#255#466
فدفعتها إليه~87#3843#93#330,90#4304#65#310
فدفعني حتى~85#2876#101#22
فدفعه إليه~87#3540#35#27
فدفعها إلى~87#3686#321#173,90#4386#255#401
فدفعها إليه~87#3977#287#464
فدفعهما إلى~87#3498#148#432
فدفناه في~46#1505#175#77
فدفناه وقال~87#3437#321#371
فدفنته كما~90#4459#140#474
فدق على~90#4380#124#395
فدق عليه~87#3824#253#311,90#4043#102#49
فدققت عليه~90#4381#158#396
فدققوا ثم~90#4548#192#563
فدقوا علي~90#4525#57#540
فدل أن~87#3330#343#264,87#3712#20#199,87#3797#207#284,39#726#125#45
فدل أنه~87#3622#44#109,39#777#29#96
فدل ذلك~82#2794#172#429,87#3230#636#164,87#3392#190#326,87#3596#237#83,87#3789#153#276
فدل على~82#2723#71#358,87#3302#297#236,87#3596#101#83,87#3597#2#84,87#3698#50#185,87#3730#317#217,87#3733#410#220
فدل عليه~87#3525#195#12
فدل عليهم~82#2071#92#158
فدل كل~86#3062#7#208
فدل هذا~87#3798#117#285
فدللتهم على~82#2066#135#153,82#2066#182#153
فدللناه على~39#837#14#158
فدله النبي~53#1544#123#400
فدله علي~82#2768#59#403
فدلهم على~15#163#168#74
فدلوا الناس~87#3307#40#241,87#3336#123#270
فدلونا على~90#4441#65#456
فدنا ابن~90#4273#145#279
فدنا لما~87#3640#69#127
فدنا من~87#3219#272#153
فدنوت منه~90#4500#60#515,90#4521#143#536
فدنى منها~82#2470#14#105
فدورني في~87#3627#382#114
فديت من~90#4151#30#157
فذاك الذي~82#2763#92#398,87#3312#380#246
فذاك علم~85#2961#71#107,85#2961#75#107
فذاك في~82#2192#117#279,87#3304#383#238
فذاك لا~82#2192#107#279
فذاك له~87#3613#319#100
فذاك لي~85#2937#143#83
فذاك من~41#1085#165#174,90#4301#250#307,41#962#110#51,41#962#128#51
فذاك هو~85#2963#57#109,85#2963#115#109,85#2963#173#109,87#3276#303#210,87#3852#327#339
فذاك وإن~39#767#188#86
فذاك وكان~87#3333#64#267
فذاك، وإن~44#1455#105#59
فذانك له~87#3858#389#345
فذرة من~87#3644#288#131
فذكر أن~87#3113#456#47,87#3114#247#48
فذكر أنه~40#912#75#108
فذكر أهل~87#3938#193#425
فذكر إن~82#2755#10#390
فذكر الله~87#3133#273#67,87#3562#140#49
فذكر ذلك~87#3309#85#243,87#3744#153#231,87#3914#57#401,87#3914#303#401,90#4366#197#381
فذكر في~87#3148#306#82,87#3982#115#469
فذكر فيه~41#938#56#27
فذكر كل~82#2352#125#439
فذكر له~87#3454#371#388,87#3979#185#466,90#4256#103#262,90#4257#90#263,90#4386#272#401
فذكر لهم~87#3238#231#172
فذكر ما~87#3600#353#87
فذكر من~87#3555#342#42,87#3699#126#186,87#3971#326#458
فذكر نفسه~87#3405#287#339,87#3532#298#19
فذكر هذا~58#1615#112#16,87#3700#97#187
فذكر هذه~87#3524#272#11,87#3731#79#218
فذكرأليف النفس~39#787#11#106
فذكرا ذلك~87#3108#276#42,87#3140#277#74
فذكرا له~90#4373#53#388
فذكرت ذلك~46#1508#66#80,87#3127#223#61,87#3784#20#271,90#4381#39#396,41#981#96#70
فذكرت له~87#3354#130#288,87#3962#366#449
فذكرت هذه~87#3379#245#313,87#3898#106#385,90#4497#99#512
فذكره عند~82#2769#227#404
فذكره لك~25#279#120#54
فذكرها إلا~87#3760#111#247
فذكروهم وكان~87#3881#66#368
فذل في~39#794#54#113
فذلك أن~67#1777#108#43
فذلك الذي~41#1117#43#206,41#1149#17#238,19#181#37#146,82#2170#221#257,82#2231#174#318,85#2875#216#21,85#2876#202#22,87#3431#299#365,90#4267#140#273,37#490#81#99
فذلك عبد~83#2831#176#60
فذلك علم~82#2767#167#402
فذلك على~44#1435#26#39,44#1435#74#39
فذلك في~87#3315#348#249,87#3315#374#249,87#3315#396#249,87#3315#415#249,87#3315#431#249,87#3315#447#249,87#3316#7#250
فذلك قوله~82#2165#109#252,82#2221#42#308,83#2805#144#34,83#2806#20#35,87#3254#156#188,87#3254#202#188,87#3381#90#315,87#3381#138#315,87#3577#163#64,90#4327#213#341
فذلك له~87#3188#330#122,87#3940#194#427,87#3940#225#427
فذلك ما~30#367#48#27
فذلك من~82#2184#203#271,82#2513#24#148,85#2989#165#135,87#3224#77#158,87#3263#50#197,87#3347#44#281,87#3414#293#348,87#3685#205#172,87#3685#349#172,87#3870#213#357,87#3924#24#411,90#4081#183#87,40#888#80#84
فذلك منه~83#2811#154#40
فذلك هو~9#139#71#33,66#1751#98#177,87#3108#85#42,87#3379#66#313,87#3379#89#313,87#3398#53#332,87#3694#51#181,87#3781#184#268,87#3852#303#339,87#3918#394#405,2#71#135#69
فذلكم الله~82#2214#113#301,82#2214#142#301,82#2221#185#308
فذم من~83#2822#160#51
فذممتني على~86#3052#89#198
فذمه ثم~87#3985#190#472
فذمهم الله~7#124#101#13
فذهب إلى~87#3475#307#409,87#3510#114#444,87#3824#106#311,87#3952#313#439
فذهب إليه~87#3636#87#123
فذهب العلم~39#701#130#20
فذهب الله~54#1549#152#55
فذهب بها~87#3890#147#377
فذهب فقال~90#4468#26#483
فذهب في~90#4266#264#272
فذهب مع~82#2235#204#322,82#2235#216#322
فذهبت إلى~41#1047#136#136,54#1549#175#55,87#3954#314#441
فذهبت إليه~90#4459#134#474
فذهبت به~87#3974#201#461
فذهبت فإذا~46#1489#186#61
فذهبوقال بعض~90#4148#66#154
فذهل فيها~82#2671#229#306
فر إلى~61#1698#77#179,30#368#274#28
فر النبي~82#2320#39#407
فر به~82#2438#46#73
فر من~41#1264#71#353,82#2642#38#277
فر منها~82#2674#16#309
فرآك كل~85#2862#88#8
فرآني بعض~41#1007#162#96
فرآني رسول~41#964#22#53
فرآني فقال~87#3627#353#114
فرآه في~41#1008#108#97,82#2542#36#177,90#4554#255#569
فرآه قد~87#3499#442#433
فرآها على~90#4384#5#399
فرأت فيها~85#2890#16#36
فرأوا ما~87#3256#229#190
فرأى أنه~87#3126#106#60
فرأى الحق~90#4546#195#561
فرأى الله~82#2152#136#239
فرأى بعضهم~87#3851#71#338,87#3855#28#342,90#4550#207#565
فرأى ذلك~90#4376#110#391,90#4440#249#455
فرأى على~87#3496#129#430,87#3726#342#213,87#3943#34#430
فرأى عليه~87#3796#321#283
فرأى في~85#2878#71#24,87#3418#21#352,90#4068#78#74,90#4159#80#165,90#4440#220#455,90#4548#234#563,90#4555#15#570
فرأى فيه~82#2400#276#35
فرأى ما~87#3084#34#18
فرأى من~90#4045#42#51
فرأى نفسه~87#3455#300#389
فرأي في~87#3577#271#64
فرأيت أبا~39#827#217#148
فرأيت أن~80#1890#66#15,80#1894#157#19,87#3700#216#187
فرأيت الحق~85#2866#43#12
فرأيت العلم~86#3054#195#200,86#3054#219#200,86#3055#70#201
فرأيت الناس~85#2929#139#75,90#4458#263#473
فرأيت النبي~87#3714#136#201,90#4550#63#565
فرأيت بين~90#4520#17#535
فرأيت ذلك~86#3061#102#207,90#4287#48#293
فرأيت في~41#1192#62#281,85#2933#120#79,87#3248#231#182,87#3606#224#93,87#3613#139#100,87#3713#234#200,87#3715#106#202,87#3925#149#412,87#3954#280#441,90#4243#78#249,90#4300#220#306,90#4347#12#362,90#4411#37#426,90#4550#32#565,90#4554#58#569,90#4555#119#570
فرأيت فيه~85#2889#22#35,87#3833#356#320,87#3972#240#459,90#4046#10#52,90#4440#26#455,90#4527#5#542
فرأيت كل~85#2924#62#70,85#2928#27#74,85#2928#64#74,85#2928#106#74,85#2934#50#80,86#3055#87#201
فرأيت ما~85#2896#6#42,85#2924#55#70
فرأيتم كل~85#2959#82#105
فرأيتني من~86#3054#44#200
فرأيته إذا~41#950#214#39
فرأيته في~87#3295#397#229,87#3769#41#256,87#3804#393#291,41#945#13#34
فرأيته قد~85#2929#60#75,85#2930#54#76,39#832#89#153
فرأيته وقد~87#3498#163#432
فرأيتها في~90#4555#96#570
فرأيتها قال~87#3568#321#55
فرأينا في~90#4515#83#530
فرؤي في~90#4044#58#50,90#4108#11#114,90#4232#68#238,90#4460#151#475
فرؤية القلب~87#3335#252#269
فرائض الله~41#1021#31#110,25#236#121#11,87#3371#408#305,87#3398#98#332,87#3727#198#214,90#4070#41#76,37#448#61#56
فرائضه لم~87#3765#28#252
فرائضه من~87#3683#338#170,87#3837#329#324
فرابط فيها~87#3858#207#345
فراجع نفسه~37#538#108#147
فرادى كما~82#2122#118#209
فرارا أي~82#2319#258#406
فرارا منه~87#3556#304#43
فرارا ولم~82#2320#81#407
فرارهم ومن~46#1504#194#76
فراس بن~87#3356#358#290
فراس يقول~90#4054#178#60
فراسة في~41#1021#197#110,90#4070#74#76
فراسةقال بعضهم~82#2272#26#359
فراسةوقال أبو~90#4371#109#386
فراستهم قال~39#705#16#24
فراستهوقال أحمد~90#4067#24#73
فراسخ قال~46#1503#38#75
فراش إلى~82#2618#32#253
فراش لا~87#3934#112#421
فراشه لا~87#3131#455#65
فراشه ما~90#4466#118#481
فراشها في~87#3930#148#417
فراشي أو~90#4305#75#311
فراضها حتى~1#12#16#92
فراعني ذلك~87#3925#194#412
فراعني فقال~41#951#28#40
فراغ إلى~82#2641#14#276,82#2641#42#276,87#3815#161#302
فراغ القلب~41#1154#127#243,41#1211#74#300,22#212#100#183,82#2682#172#317,82#2682#180#317,90#4559#103#574
فراغ الله~41#1028#50#117
فراغا من~87#3221#374#155
فراغه من~41#1191#25#280,82#2469#39#104,83#2840#197#69,87#3177#58#111,87#3665#310#152,87#3816#301#303,87#3819#2#306,90#4204#162#210,90#4323#179#329,37#532#17#141
فراغه منه~87#3772#123#259
فراغه منها~87#3257#343#191,87#3257#438#191
فراغه وكان~87#3794#352#281,87#3986#390#473
فراق الله~55#1559#96#137,55#1559#129#137
فراق من~90#4454#154#469
فراق, أو~90#4497#203#512
فراقب من~82#2054#51#141
فراقه وفي~90#4251#236#257
فراودته نفسه~87#3381#351#315
فراودتها عن~90#4513#53#528
فرايته بعد~46#1502#164#74
فرايته وكان~36#425#123#329
فرايتهم على~46#1482#114#54
فرايض الله~2#44#41#42,2#60#47#58
فرب شيء~37#507#22#116
فربح فيه~87#3951#287#438
فربح فيها~87#3961#226#448
فربحت فيها~87#3774#32#261
فربما كان~87#3769#206#256,90#4053#61#59,90#4495#223#510
فربما لا~25#253#49#28
فربما يكون~82#2006#171#93,90#4170#60#176,90#4507#143#522
فربينا به~82#2631#138#266
فرث أو~87#3781#36#268
فرثا أو~87#3211#403#145
فرج الله~90#4409#135#424
فرج عن~87#3145#24#79
فرج ولا~82#2716#24#351
فرجا لأن~82#2102#208#189
فرجا من~87#3426#210#360
فرجا ولا~6#117#144#4
فرجا ومن~46#1499#18#71,49#1516#145#376
فرجة وقد~87#3673#199#160
فرجع أبو~90#4386#81#401
فرجع إلى~41#1008#115#97,82#2170#192#257,82#2440#151#75,82#2553#251#188,87#3219#277#153,87#3376#119#310,87#3774#366#261,87#3952#131#439,35#419#46#214,90#4209#88#215,90#4223#191#229,90#4488#85#503
فرجع إليه~82#2490#239#125,87#3633#399#120,90#4488#108#503
فرجع العبد~87#3417#207#351
فرجع عن~87#3560#201#47
فرجع في~87#3320#326#254
فرجع فيه~83#2825#145#54
فرجع كما~90#4183#134#189
فرجع من~90#4183#114#189
فرجع وقد~87#3355#17#289
فرجعت إلى~86#2999#65#145,87#3379#171#313,87#3766#234#253,90#4380#18#395,90#4458#153#473
فرجعت إليه~41#1017#35#106
فرجعت ثم~87#3954#226#441,90#4363#146#378
فرجعت فإذا~90#4540#155#555
فرجعت منها~37#476#25#84
فرجعت ولم~87#3353#248#287,90#4375#193#390
فرجعنا إلى~90#4538#178#553
فرجعوا إلى~82#1968#237#55,82#2209#110#296
فرجعوا إليه~87#3363#14#297,87#3363#56#297,87#3502#330#436
فرجعوا بعد~90#4265#227#271
فرجعوا عنه~18#176#58#29
فرجك كما~87#3913#266#400
فرجه أو~87#3937#156#424
فرجه بعد~87#3663#33#150
فرجه فقال~83#2821#144#50
فرجه فقد~87#3924#217#411
فرجها عن~37#434#15#42
فرجوا أن~87#3427#420#361
فرجوعه في~41#1050#92#139
فرجوعهم إلى~82#2538#142#173
فرجوه منه~87#3427#295#361
فرجي من~87#3664#308#151
فرح أو~82#2097#42#184
فرح العبد~83#2813#144#42,83#2814#64#43
فرح القلب~83#2823#93#52,39#787#150#106
فرح النفس~83#2816#123#45,83#2834#123#63,83#2835#58#64
فرح بما~83#2827#9#56,87#3636#280#123,87#3637#272#124
فرح به~41#1204#63#293
فرح بها~87#3167#162#101,87#3424#155#358,87#3424#160#358
فرح ذلك~81#1926#16#28
فرح في~41#977#32#66
فرح قد~83#2827#176#56
فرح له~87#3572#62#59
فرح من~87#3508#343#442
فرح ولا~25#246#2#21,82#2677#255#312
فرح ومن~82#2034#65#121
فرحا بما~41#1005#152#94
فرحا حتى~83#2837#46#66
فرحا في~87#3327#130#261
فرحا قال~87#3087#292#21
فرحا من~83#2828#186#57
فرحا ولا~82#2587#83#222
فرحا وما~87#3204#167#138
فرحان يقول~90#4485#125#500
فرحاوروى عن~83#2835#118#64
فرحة عند~28#340#164#37
فرحة عنه~58#1609#206#10
فرحت النفس~83#2827#142#56
فرحت به~83#2825#29#54,83#2847#22#76,39#827#49#148
فرحت في~90#4384#38#399
فرحتهم في~90#4259#264#265
فرحك بما~86#3035#103#181
فرحك على~86#3069#140#215
فرحك في~82#2509#6#144
فرحم الله~82#2368#126#3,87#3266#60#200,28#337#5#34,87#3899#379#386
فرحمانية وقال~85#2862#30#8
فرحمة وما~85#2862#24#8
فرحمه الله~87#3748#186#235
فرحمها أبو~90#4259#72#265
فرحهم بما~82#2682#130#317
فرحهم بها~41#984#54#73
فرحهم في~90#4260#2#266
فرحوا بما~87#3228#104#162,87#3380#114#314
فرحوا بها~87#3167#173#101
فرحي به~87#3136#297#70
فرحين ومن~78#1878#19#51
فرخان يقول~41#1096#137#185
فرخص لهم~90#4394#87#409
فرخصتي لا~85#2877#102#23
فرد إلى~87#3939#414#426
فرد الله~82#2378#103#13,87#3549#274#36,87#3584#99#71,87#3935#405#422,90#4410#244#425,90#4484#237#499,90#4484#247#499
فرد ذلك~87#3847#369#334
فرد عليه~1#10#75#90,76#1857#195#221,76#1860#140#224,87#3446#397#380,90#4408#240#423,90#4540#53#555
فرد فهو~90#4447#168#462
فرد في~90#4017#130#23
فرد كل~30#365#73#25
فرد ما~87#3527#331#14
فرد هذا~87#3845#257#332
فردا لم~60#1657#202#455
فردانية لا~82#2501#103#136
فردانيته في~17#171#68#191
فردتها عليه~87#3930#213#417
فرددتها إلى~87#3851#43#338
فرددنا عليه~87#3519#7#6
فرده إلى~46#1503#95#75,82#2438#220#73,87#3328#240#262,87#3543#128#30,87#3952#390#439
فرده ثم~87#3851#381#338
فرده على~39#828#46#149
فرده عليه~87#3699#27#186,87#3770#123#257,90#4410#194#425
فرده عن~87#3699#296#186
فرده فقال~40#889#103#85
فرده من~82#2157#128#244,82#2360#265#447
فرده وقال~41#1008#122#97,41#1310#181#400
فرده وقد~87#3540#55#27
فرده ولم~87#3834#274#321
فردها على~87#3977#416#464,90#4543#58#558
فردها عليه~46#1505#263#77,25#307#113#82,87#3591#354#78
فردهم إلى~41#1236#143#325,90#4389#112#404
فردوا إلى~82#2582#15#217,82#2588#110#223
فردوا عليه~87#3569#428#56,87#3825#80#312,90#4455#102#470
فردوه إلى~81#1931#140#33,82#2065#59#152,82#2065#90#152
فردوه إليه~82#2065#83#152
فردوه على~87#3697#374#184
فررت منها~87#3256#274#190
فرزقه الله~90#4050#107#56
فرس في~87#3962#270#449,87#3978#22#465
فرس قال~87#3962#274#449
فرس وفي~87#3837#402#324
فرس، فقال~44#1423#114#27
فرسا لا~82#2552#219#187
فرسا من~90#4397#23#412
فرسخ العلم~87#3262#329#196
فرسخ من~41#1325#50#415
فرسخا في~67#1784#55#50
فرسخوا في~85#2949#80#95
فرسخين أو~87#3183#26#117
فرسخين وهو~41#1007#158#96
فرسه ثم~90#4409#38#424
فرسه في~46#1498#178#70,90#4216#62#222
فرسه وكان~87#3568#418#55
فرسه ولم~90#4324#144#330
فرسه وما~90#4029#66#35
فرسي قال~87#3954#268#441
فرسي ولم~87#3954#245#441
فرشته لك~85#2932#162#78
فرض أن~50#1527#88#108,87#3428#401#362
فرض أو~82#2360#101#447
فرض إلا~87#3783#419#270
فرض الله~41#1126#54#215,82#2496#93#131,82#2693#40#328,87#3760#282#247,87#3855#73#342,90#4245#194#251,39#739#107#58
فرض على~41#1074#106#163,41#1126#64#215,25#237#42#12,82#2408#157#43,1#3#16#83,87#3292#449#226,87#3683#266#170,90#4362#97#377,37#559#72#168,1#6#10#86,1#6#37#86
